,Artist Birth Country,Year Artwork 'Completed'
51834,Asia,1972
51835,North America,1982
51836,North America,2000
51837,North America,2005
51838,North America,2001
51839,North America,2000
51840,North America,1998
51841,North America,2004
51842,North America,1996
51843,North America,1999
51844,North America,1996
51845,North America,1996
51846,North America,1999
51847,North America,2006
51848,North America,1999
51849,North America,1999
51850,North America,1999
51851,North America,1999
51852,North America,1999
51853,North America,1999
51854,North America,1999
51855,North America,1999
51856,North America,1999
51868,Africa,1957
51869,Africa,1956
51870,Asia,1953
51871,Asia,1953
51872,Asia,1953
51873,Asia,1953
51874,Asia,1953
51875,Asia,1953
51876,Asia,1953
51877,Asia,1953
51878,Asia,1953
51879,Asia,1953
51880,,1953
51881,,1953
51882,,1953
51883,,1953
51884,,1953
51885,,1953
51886,,1953
51887,,1953
51888,,1953
51889,,1953
51891,North America,1984
51892,North America,1984
51893,North America,1984
51919,North America,1972
51920,,1968
51921,,1970
51922,,1970
51923,,1972
51924,,1972
51925,,1972
51926,,1966
51927,,1972
51928,,1972
51929,Oceania,1967
51939,South America,1957
51943,Asia,2008
51944,Asia,1985
51945,North America,1976
51946,North America,1980
51947,North America,1973
51948,North America,1980
51949,North America,1978
51950,North America,1975
51951,North America,1980
51952,North America,1980
51953,North America,1979
51954,North America,1974
51955,Asia,1964
51956,Asia,1964
51957,Asia,1964
51958,Asia,1964
51959,Asia,1964
51960,Asia,1964
51961,Asia,1964
51962,Asia,1964
51963,Asia,1964
51964,Asia,1964
51965,Asia,1964
51966,Asia,1964
51967,Asia,1964
51968,Asia,1964
51969,Asia,1970
51970,Asia,1970
51971,Asia,1970
51972,Asia,1970
51973,Asia,1970
51974,Asia,1970
51975,Asia,1970
51976,Asia,1970
51977,Asia,1970
51978,Asia,1970
51979,Asia,1970
51980,Asia,1970
51981,Asia,1970
51982,Asia,1970
51983,Asia,1970
51984,Asia,1970
52018,North America,1958
52019,North America,1961
52031,Asia,1974
52032,Asia,1974
52033,Asia,1974
52034,Asia,1974
52035,Asia,1974
52036,Asia,2009
52038,Asia,2004
52039,Africa,2008
52040,Africa,1978
52041,Africa,1978
52042,Africa,1978
52043,Africa,1978
52044,Africa,1978
52045,Africa,1979
52046,Africa,1979
52047,Africa,1979
52048,Africa,1979
52049,Africa,1979
52073,,1972
52074,,1972
52075,,1972
52076,,1972
52077,,1972
52078,,1972
52079,,1972
52080,,1972
52081,,1972
52107,Africa,1974
52108,Africa,1974
52109,Africa,1975
52110,Africa,1971
52111,Africa,1975
52112,Africa,1974
52113,Africa,1975
52114,Africa,1974
52119,Asia,1972
52120,Asia,1977
52121,Asia,1977
52122,Asia,1979
52123,,1972
52125,Asia,1988
52126,North America,1969
52153,Oceania,1950
52200,North America,1952
52237,North America,1956
52251,Oceania,1956
52261,North America,1957
52263,Oceania,1956
52264,Oceania,1957
52293,Asia,1955
52344,South America,1958
52360,North America,1956
52361,North America,1957
52404,North America,1958
52406,Africa,1953
52444,North America,1956
52455,Asia,1951
52472,,1955
52486,North America,1959
52499,Asia,1960
52536,Oceania,1960
52539,North America,1952
52544,North America,1959
52545,North America,1956
52556,North America,1961
52565,North America,1958
52569,,1961
52594,South America,1960
52608,North America,1961
52613,North America,1958
52622,North America,1957
52623,North America,1961
52624,North America,1961
52625,North America,1961
52628,North America,1950
52629,North America,1961
52631,Asia,1961
52641,Asia,1958
52643,North America,1960
52648,Asia,1960
52663,North America,1962
52665,North America,1962
52674,North America,1951
52675,North America,1957
52676,North America,1958
52677,North America,1958
52691,North America,1962
52702,North America,1962
52733,North America,1957
52745,North America,1963
52747,South America,1963
52752,Asia,1962
52763,North America,1963
52767,Oceania,1963
52770,North America,1964
52775,South America,1963
52783,Asia,1964
52791,South America,1960
52803,North America,1964
52821,Asia,1964
52822,Asia,1961
52827,North America,1962
52834,Africa,1964
52835,Africa,1963
52845,North America,1964
52854,North America,1964
52857,North America,1965
52858,North America,1965
52860,North America,1962
52890,South America,1965
52894,South America,1964
52900,North America,1962
52903,South America,1965
52921,,1964
52951,Africa,1960
52953,Africa,1965
52968,North America,1966
52970,North America,1963
52978,North America,1954
52987,North America,1964
52993,North America,1963
52994,North America,1961
52996,North America,1965
53005,North America,1966
53022,North America,1960
53027,North America,1964
53042,North America,1959
53057,North America,1966
53101,Africa,1966
53106,Africa,1967
53119,Africa,1968
53125,North America,1967
53127,Asia,1967
53131,North America,1960
53132,North America,1961
53134,Africa,1964
53140,Asia,1967
53141,North America,1968
53144,North America,1967
53152,North America,1965
53161,North America,1967
53162,North America,1953
53163,North America,1951
53166,North America,1963
53186,North America,1968
53195,,1968
53201,North America,1963
53205,North America,1962
53245,North America,1969
53250,North America,1967
53257,North America,1969
53263,Africa,1964
53266,Africa,1963
53269,Africa,1969
53282,Africa,1970
53286,North America,1970
53294,Africa,1963
53304,Africa,1968
53321,Asia,1957
53336,North America,1967
53342,North America,1966
53345,North America,1970
53352,Asia,1954
53363,Africa,1963
53364,Africa,1963
53365,Africa,1963
53366,Africa,1963
53367,Africa,1965
53368,Africa,1966
53369,Africa,1966
53370,Africa,1966
53371,Africa,1967
53372,Africa,1970
53373,Africa,1967
53374,Africa,1970
53384,Africa,1962
53385,Africa,1963
53386,Africa,1963
53387,Africa,1964
53388,Africa,1964
53389,Africa,1965
53390,Africa,1965
53391,Africa,1966
53392,Africa,1968
53404,Africa,1963
53405,Africa,1965
53406,Africa,1968
53407,Africa,1968
53434,North America,1966
53452,Africa,1963
53457,North America,1971
53463,Africa,1970
53472,North America,1953
53485,Asia,1971
53493,North America,1967
53494,North America,1951
53495,North America,1965
53496,North America,1959
53497,North America,1966
53509,North America,1960
53516,North America,1964
53526,North America,1962
53629,North America,1970
53631,North America,1969
53632,North America,1959
53633,North America,1957
53636,North America,1957
53638,North America,1962
53639,North America,1964
53640,North America,1967
53644,,1972
53645,,1972
53646,,1972
53647,,1970
53668,North America,1973
53669,North America,1969
53674,North America,1970
53688,North America,1971
53701,North America,1970
53702,North America,1969
53707,North America,1973
53708,North America,1968
53734,Africa,1970
53735,Africa,1971
53736,Africa,1971
53740,North America,1968
53741,North America,1969
53745,North America,1968
53746,North America,1963
53762,North America,1950
53774,North America,1973
53780,North America,1972
53781,North America,1965
53819,North America,1965
53831,,1974
53832,,1974
53849,North America,1972
53850,North America,1972
53851,North America,1972
53852,North America,1972
53907,Asia,1973
53908,Asia,1973
53925,North America,1974
53935,Oceania,1976
53940,North America,1967
53974,Africa,1958
53975,Africa,1972
53976,Africa,1976
53977,Africa,1976
53995,South America,1963
54036,North America,1967
54037,North America,1967
54038,North America,1967
54039,North America,1966
54042,North America,1976
54119,,1951
54152,North America,1977
54216,North America,1954
54245,Africa,1978
54303,Oceania,1973
54306,North America,1968
54307,North America,1968
54309,North America,1979
54310,North America,1979
54942,North America,1975
54945,North America,1979
54957,North America,1974
54966,North America,1950
54967,North America,1960
54968,North America,1965
54972,North America,1980
54978,North America,1962
54980,North America,1950
54982,North America,1965
54985,North America,1980
54995,North America,1967
55050,North America,1980
55070,Africa,1980
55071,Africa,1980
55091,,1960
55123,,1974
55124,North America,1980
55148,North America,1963
55158,North America,1961
55167,North America,1977
55172,North America,1961
55178,,1980
55205,,1979
55228,,1981
55240,North America,1977
55246,North America,1981
55247,North America,1966
55248,North America,1980
55252,North America,1980
55317,North America,1982
55320,North America,1982
55321,North America,1981
55328,,1970
55329,,1981
55344,North America,1981
55411,Oceania,1982
55425,North America,1982
55428,Oceania,1957
55429,Oceania,1964
55430,Oceania,1955
55431,Oceania,1956
55432,Oceania,1957
55433,Oceania,1964
55434,Oceania,1966
55435,Oceania,1977
55463,South America,1959
55544,Asia,1981
55565,North America,1978
55574,Africa,1960
55576,North America,1983
55587,North America,1963
55594,,1982
55595,,1982
55596,,1982
55597,,1982
55598,,1981
55599,North America,1981
55639,North America,1983
55696,North America,1980
55697,North America,1979
55698,North America,1980
55699,North America,1978
55700,North America,1979
55701,North America,1979
55702,North America,1981
55703,North America,1976
55704,North America,1977
55705,North America,1977
55711,North America,1983
55712,Oceania,1984
55713,North America,1975
55746,North America,1984
55764,North America,1951
55855,North America,1983
55860,Oceania,1984
55867,North America,1985
55876,North America,1982
56430,,1956
56447,,1958
56451,,1950
56452,North America,1971
56456,South America,1984
56476,,1986
56480,North America,1986
56495,North America,1986
56496,Asia,1972
56497,Asia,1983
56503,North America,1967
56505,North America,1986
56579,Asia,1987
56580,Asia,1987
56581,Asia,1987
56582,Asia,1987
56583,Asia,1987
56584,Asia,1987
56589,Asia,1987
56604,Asia,1987
56643,North America,1987
56783,North America,1988
57035,Asia,1987
57036,Asia,1987
57037,Asia,1987
57038,Asia,1988
57039,Asia,1986
57043,North America,1960
57063,North America,1984
57107,Africa,1972
57142,Asia,1982
57144,North America,1988
57161,,1984
57181,North America,1988
57183,North America,1989
57190,Asia,1989
57256,,1969
57257,South America,1971
57270,Asia,1990
57277,Asia,1989
57278,Asia,1989
57279,Asia,1990
57282,North America,1976
57289,Asia,1986
57290,Asia,1989
57291,Asia,1989
57292,Asia,1989
57326,North America,1954
57327,Asia,1991
57328,Asia,1990
57336,Africa,1954
57370,North America,1972
57371,Africa,1983
57372,North America,1981
57374,Oceania,1985
57378,North America,1985
57438,,1966
57439,,1969
57440,,1981
57442,Asia,1991
57456,North America,1989
57479,North America,1972
57483,,1956
57484,Africa,1960
57500,North America,1989
57501,North America,1990
57503,Asia,1952
57516,South America,1985
57535,South America,1981
57572,North America,1986
57578,South America,1965
57583,North America,1989
57589,South America,1979
57616,Asia,1959
57625,Asia,1992
57686,North America,1985
57687,North America,1992
57733,North America,1980
57777,Africa,1991
57781,North America,1993
57794,North America,1992
57816,Asia,1988
57817,North America,1990
57818,Asia,1993
57819,North America,1995
57821,North America,1985
57842,,1969
57846,Oceania,1964
57850,North America,1991
57879,North America,1995
57882,North America,1994
57904,North America,1982
57911,,1954
57912,,1956
57913,North America,1994
57914,North America,1977
57924,,1957
57925,North America,1994
57928,North America,1970
57948,Africa,1952
57950,North America,1995
57953,North America,1965
57954,North America,1976
57960,North America,1979
57961,North America,1984
57962,North America,1962
57963,North America,1985
57964,North America,1979
57965,North America,1964
57966,North America,1986
57967,North America,1982
57968,North America,1969
57969,North America,1980
57972,North America,1984
57973,North America,1982
57974,North America,1984
57975,,1977
57976,,1980
57977,,1982
57986,Oceania,1983
57987,Oceania,1985
57990,North America,1981
57995,North America,1988
57996,North America,1981
57997,North America,1989
57998,North America,1990
57999,Asia,1991
58004,North America,1983
58008,North America,1994
58019,Asia,1981
58020,Africa,1996
58021,Africa,1996
58022,Africa,1996
58023,Africa,1996
58024,Africa,1996
58025,Africa,1996
58041,Asia,1992
58042,Asia,1990
58043,Asia,1992
58044,Asia,1993
58045,Asia,1993
58046,Asia,1993
58054,North America,1993
58092,,1967
58096,Asia,1996
58114,North America,1990
58117,Asia,1978
58118,Asia,1982
58119,Asia,1993
58132,,1995
58154,North America,1991
58155,North America,1969
58158,Oceania,1987
58163,North America,1988
58215,North America,1996
58218,,1977
58219,Asia,1990
58226,North America,1994
58244,North America,1998
58245,North America,1998
58246,North America,1997
58250,North America,1991
58257,Oceania,1998
58258,Asia,1998
58264,,1995
58265,,1996
58270,Africa,1997
58271,Africa,1997
58274,Asia,1996
58276,Asia,1996
58290,North America,1991
58291,Africa,1994
58292,Africa,1996
58293,Africa,1997
58294,Africa,1989
58295,Africa,1990
58296,Africa,1991
58297,Africa,1991
58303,North America,1969
58305,,1994
58309,Asia,1998
58318,North America,1995
58322,North America,1962
58323,North America,1962
58324,North America,1993
58328,North America,1964
58331,North America,1998
58334,South America,1998
58335,South America,1998
58342,North America,1985
58343,Oceania,1960
58347,Asia,1983
58348,Asia,1984
58349,Asia,1988
58374,Asia,1950
58375,Asia,1950
58376,Asia,1950
58377,Asia,1950
58378,Asia,1950
58379,Asia,1950
58380,Asia,1950
58383,North America,1997
58392,,1995
58401,North America,1966
58402,North America,1978
58403,Asia,1988
58427,North America,1989
58431,North America,1959
58443,North America,1996
58459,Asia,1996
58460,Asia,1991
58461,Asia,1997
58462,Asia,1997
58463,Asia,1999
58464,Asia,1984
58465,Asia,1984
58466,Asia,1992
58467,Asia,1998
58468,Asia,1993
58469,Asia,1993
58470,Asia,1993
58476,Africa,1990
58477,North America,1999
58478,North America,2000
58487,North America,1998
58489,North America,1999
58496,Asia,1997
58498,North America,1976
58511,,1959
58519,North America,1998
58520,North America,1998
58537,Oceania,1985
58540,South America,1993
58548,Asia,1999
58549,Asia,2000
58588,Africa,1998
58590,Asia,1998
58599,South America,1987
58601,,2000
58602,,1999
58603,Africa,1958
58628,Africa,1952
58631,North America,1969
58637,North America,1991
58638,North America,1990
58640,North America,1989
58648,Africa,1999
58649,North America,1993
58650,North America,1993
58651,North America,1993
58652,North America,1993
58659,Asia,1953
58660,Asia,1954
58661,North America,1971
58680,Asia,1999
58685,,1990
58709,North America,1993
58710,North America,1975
58711,North America,1990
58714,Asia,2001
58721,North America,1993
58730,Asia,1999
58731,North America,1954
58742,Africa,1983
58747,North America,1952
58748,North America,1965
58749,North America,1969
59587,North America,1964
59588,North America,1966
59589,North America,1968
59590,North America,1967
59591,North America,1970
59592,North America,1973
59593,North America,1975
59594,North America,1971
59608,South America,1996
59613,North America,1971
59614,Asia,1998
59615,North America,1975
59616,North America,1975
59617,North America,1975
59618,North America,1975
59619,North America,1975
59620,North America,1975
59621,North America,1975
59622,North America,1975
59623,North America,1975
59624,North America,1975
59625,North America,1975
59626,North America,1975
59627,North America,1975
59628,North America,1975
59629,North America,1975
59630,North America,1975
59631,North America,1975
59645,North America,1980
59651,South America,2001
59652,Asia,2003
59653,North America,2001
59655,Asia,2002
59656,Asia,2002
59657,Asia,2003
59659,Asia,1992
59666,North America,2002
59675,South America,1984
59676,South America,1993
59689,Africa,1959
59691,Africa,2002
59692,,2001
59693,North America,1991
59711,South America,2000
59712,North America,2003
59715,South America,1992
59716,Asia,1993
59717,Asia,1980
59718,Asia,1963
59719,Asia,1993
59720,Asia,1993
59721,Asia,1993
59722,Asia,1993
59723,Asia,1993
59724,Asia,1993
59736,North America,2001
59737,North America,2003
59754,,2000
59760,North America,2004
59762,North America,1973
59764,North America,1955
59765,North America,1973
59770,South America,1999
59771,North America,1987
59772,North America,1989
59773,North America,1989
59774,North America,1989
59775,North America,1990
59776,North America,1990
59777,North America,1991
59778,North America,1992
59779,North America,1993
59780,North America,1998
59781,North America,1998
59784,South America,2004
59787,South America,1997
59810,Africa,1961
59811,Africa,1991
59813,South America,2002
59814,Asia,2002
59817,Africa,1972
59823,North America,1997
59825,Oceania,1984
59827,Asia,2003
59831,Asia,2003
59833,North America,1990
59834,North America,1990
59835,North America,1990
59836,North America,1990
59837,North America,1990
59838,North America,1990
59839,North America,1990
59840,North America,1990
59841,North America,1990
59842,North America,1990
59843,North America,1990
59844,North America,1990
59845,North America,1990
59847,Asia,2001
59854,North America,2003
59866,North America,2005
59879,,1989
59880,Oceania,1992
59882,North America,1999
59885,Asia,1950
59892,,1955
59893,,1955
59894,,1955
59895,Asia,1955
59896,Asia,1950
59897,Asia,1950
59898,Asia,1955
59899,Asia,1955
59900,Asia,1955
59901,Asia,1955
59902,Asia,1950
59903,Asia,1950
59904,Asia,1958
59905,Asia,1957
59906,Asia,1958
59907,Asia,1958
59908,Asia,1959
59909,Asia,1960
59910,Asia,1955
59911,Asia,1960
59912,Asia,1965
59913,Asia,1960
59914,Asia,1961
59915,Asia,1965
59916,Asia,1965
59917,Asia,1960
59918,Asia,1955
59919,Asia,1960
59920,Asia,1955
59921,Asia,1965
59922,Asia,1960
59923,Asia,1955
59924,Asia,1960
59925,Asia,1960
59926,Asia,1955
59927,Asia,1960
59928,Asia,1950
59929,Asia,1960
59932,Asia,1950
59933,Asia,1960
59934,Asia,1955
59937,,1975
59938,,1970
59939,,1970
59949,North America,1965
59950,North America,1960
59951,North America,1965
59960,South America,1989
59962,South America,2005
59963,North America,1991
59964,North America,1991
59965,North America,1991
59966,North America,1991
59967,North America,1991
59974,Africa,1999
59991,North America,2000
59992,South America,1978
59993,South America,1972
59994,,2005
59998,South America,2005
59999,South America,2004
60000,South America,2004
60001,,2003
60010,Oceania,1991
60026,Asia,1961
60027,North America,1992
60033,South America,1970
60034,North America,2005
60035,South America,2002
60042,North America,2005
60044,North America,2004
60045,South America,1999
60069,South America,1968
60070,North America,1999
60071,North America,1999
60072,North America,1999
60073,North America,1999
60074,North America,1999
60075,North America,1998
60076,North America,1998
60077,North America,1998
60082,North America,1972
60087,North America,2000
60088,North America,1998
60089,North America,1998
60092,North America,2006
60093,Oceania,1955
60094,Oceania,1970
60095,Oceania,1975
60096,Oceania,1977
60097,Oceania,1981
60117,North America,1999
60119,Asia,2006
60124,North America,2004
60130,North America,1998
60135,Africa,2004
60136,Africa,2004
60140,South America,1994
60141,Asia,2004
60142,North America,1996
60143,North America,2004
60146,North America,2006
60147,North America,2001
60148,Asia,1996
60151,South America,1970
60175,North America,2005
60196,Asia,2006
60225,North America,1969
60226,North America,1970
60229,,1980
60231,Asia,1969
60232,Asia,1969
60234,Africa,2000
60235,South America,2006
60237,South America,1966
60238,South America,1965
60239,South America,1958
60240,South America,1958
60241,South America,1958
60268,North America,1999
60269,North America,1969
60270,North America,2006
60272,South America,1964
60274,North America,1980
60290,North America,2005
60322,North America,2005
60325,North America,1991
60326,North America,2007
60327,South America,1999
60328,,1991
60330,South America,1970
60331,South America,1970
60332,South America,1970
60333,South America,1970
60334,South America,1970
60335,South America,1970
60336,South America,1970
60337,South America,1970
60338,South America,1970
60339,South America,1970
60340,South America,1970
60341,South America,1970
60342,South America,1970
60343,South America,1970
60344,South America,1970
60345,South America,1970
60346,South America,1970
60347,South America,1970
60348,South America,1970
60349,South America,1970
60350,South America,1970
60351,South America,1970
60352,South America,1970
60353,South America,1970
60354,South America,1970
60355,South America,1970
60356,South America,1970
60358,North America,1958
60359,North America,2004
60360,North America,2004
60361,North America,2004
60362,North America,2004
60363,North America,2004
60383,North America,2005
60389,North America,1975
60396,North America,1995
60397,North America,2000
60398,North America,2002
60399,North America,2002
60400,North America,2002
60401,North America,2002
60402,North America,2003
60403,North America,2003
60404,North America,2003
60405,North America,2003
60406,North America,2003
60407,North America,2003
60408,North America,2001
60409,North America,2001
60410,North America,2003
60411,North America,1991
60412,North America,2002
60415,North America,1973
60416,North America,1998
60417,North America,2004
60418,North America,1972
60419,North America,1971
60420,South America,1970
60421,North America,1995
60442,Africa,2007
60539,,2001
60540,,2000
60550,Asia,2006
60552,Asia,1968
60557,Asia,2003
60558,South America,1959
60559,South America,1959
60567,South America,2006
60568,,1967
60569,,1967
60570,,1967
60571,,1967
60572,,1964
60573,,1967
60574,,1967
60578,South America,2008
60588,North America,1998
60589,North America,1998
60590,North America,1998
60591,North America,1998
60605,Asia,2002
60608,North America,1989
60611,Asia,2006
60617,Asia,2005
60618,Asia,1971
60625,Oceania,1972
60626,Oceania,1972
60627,Oceania,1972
60628,Oceania,1972
60634,Oceania,1956
60635,Oceania,1956
60640,Oceania,1973
60647,Asia,2005
60654,Asia,1991
60656,,1986
60657,,1983
60658,,1984
60673,North America,2008
60678,South America,2007
60679,Africa,1991
60680,Africa,1992
60682,North America,2004
60684,North America,1965
60685,Asia,2008
60687,North America,1969
60688,Asia,1999
60690,South America,2004
60692,South America,2005
60694,Asia,2005
60695,North America,2003
60696,North America,2003
60697,North America,1995
60698,North America,1997
60699,North America,2004
60701,North America,2006
60702,South America,1963
60704,North America,1992
60705,North America,1996
60706,North America,1996
60709,North America,1974
60710,South America,2000
60713,North America,1986
60714,South America,2002
60715,North America,1976
60716,South America,2004
60717,South America,2004
60718,North America,2007
60719,North America,2006
60720,South America,2004
60728,South America,2006
60732,Asia,2000
60733,South America,1993
60734,South America,1994
60735,South America,1990
60736,South America,1995
60737,South America,1993
60738,South America,1991
60739,South America,1994
60740,North America,2008
60747,Asia,2007
60750,South America,2006
60752,North America,2007
60762,Asia,2003
60763,Africa,2009
60764,South America,1967
60766,South America,1972
60771,Asia,2004
60772,North America,2005
60773,Africa,2007
60774,,1974
60775,Africa,2007
60777,North America,2008
60778,North America,1999
60779,North America,1996
60793,North America,2005
60796,North America,1966
60797,North America,2005
60798,North America,2007
60799,North America,2005
60800,North America,2005
60801,North America,1981
60811,North America,2008
60814,North America,1974
60834,South America,1962
60938,North America,2009
60960,North America,2003
60961,Africa,1997
60963,North America,1972
60964,North America,1972
60965,North America,1972
60966,North America,1972
60978,Oceania,1960
60979,Asia,2004
60980,Asia,2004
60981,Asia,2001
60982,Asia,2005
60984,Asia,2004
60986,Asia,2007
60990,Asia,2009
61005,Asia,1984
61006,Asia,1965
61007,Asia,1965
61021,Asia,2006
61023,Asia,1993
61024,North America,2009
61030,Africa,2010
61031,Africa,2010
61032,Asia,1999
61035,Asia,2000
61036,Asia,2003
61037,Asia,2006
61038,Asia,2006
61039,South America,2007
61040,,1971
61041,North America,1958
61042,North America,1960
61044,Asia,1999
61049,South America,2006
61050,Asia,1963
61052,South America,1973
61053,South America,1993
61054,South America,1996
61055,South America,1993
61056,South America,1993
61058,South America,1951
61060,Asia,2008
61061,North America,1953
61062,North America,1976
61066,Asia,1963
61067,Asia,1963
61068,Asia,1975
61077,North America,1993
61078,Asia,2010
61079,Asia,2007
61080,Asia,2007
61081,Asia,2007
61088,Africa,2000
61089,Africa,2004
61096,North America,1991
61098,North America,1955
61106,South America,1999
61107,Asia,2010
61119,Africa,2007
61120,Asia,1961
61121,North America,1991
61122,Asia,1973
61127,South America,1959
61128,South America,1961
61129,Asia,2010
61132,South America,2009
61135,North America,1964
61136,North America,1962
61137,North America,1969
61138,North America,1969
61139,North America,1973
61140,North America,1973
61141,North America,1976
61142,North America,1974
61166,Asia,1965
61167,Asia,1968
61168,Asia,1966
61169,Asia,1967
61170,Asia,1966
61171,Asia,1970
61172,Asia,1965
61173,Asia,1972
61174,Asia,1968
61193,Asia,2010
61215,Africa,2010
61229,Asia,2011
61230,North America,2007
61234,North America,2010
61279,Asia,2010
61283,,1970
61284,,1971
61285,,1965
61286,,1965
61287,,1965
61288,,1965
61289,,1966
61290,,1970
61291,,1967
61292,,1967
61293,,1968
61294,,1968
61295,,1969
61296,,1969
61297,,1969
61298,,1969
61299,,1970
61300,,1977
61301,,1970
61302,,1977
61303,,1971
61304,,1971
61305,,1972
61306,,1972
61307,,1972
61308,,1972
61309,,1972
61310,,1975
61311,,1975
61312,,1975
61313,,1973
61314,,1971
61315,,1971
61316,North America,1972
61349,Asia,2009
61351,Asia,1966
61352,Asia,1967
61356,Africa,2009
61359,North America,2001
61367,Oceania,1988
61368,South America,2005
61369,Asia,2011
61370,Asia,2011
61371,Asia,2011
61372,Asia,2011
61373,Asia,2011
61387,North America,2009
61388,North America,2005
61389,North America,2009
61390,North America,2009
61391,North America,2009
61392,North America,2009
61393,North America,2009
61394,North America,2009
61395,North America,2009
61396,North America,2009
61397,North America,2009
61398,North America,2009
61399,North America,2009
61400,North America,2009
61401,North America,2009
61402,North America,2009
61403,North America,2009
61404,North America,2009
61405,North America,2009
61406,North America,2009
61407,North America,2009
61408,North America,2009
61409,North America,2009
61410,North America,2009
61411,North America,2009
61412,North America,2009
61413,North America,2009
61414,North America,2009
61417,North America,1993
61418,North America,2008
61422,,2010
61423,,2010
61424,,2010
61426,,1969
61428,North America,1963
61429,North America,1967
61432,Asia,1966
61437,Africa,1974
61451,Asia,1989
61452,Asia,1991
61453,Asia,2006
61454,Asia,1991
61467,Asia,1975
61468,Asia,1974
61469,Asia,1964
61470,Asia,1966
61471,Asia,1975
61472,Asia,1974
61473,Asia,1975
61474,Asia,1975
61475,Asia,1975
61476,Asia,1975
61478,Oceania,2008
61479,Asia,2008
61480,Asia,1983
61481,South America,2001
61482,North America,1990
61483,North America,2003
61484,North America,1959
61485,North America,1965
61486,North America,2004
61487,North America,1973
61490,South America,2006
61491,South America,2006
61492,Asia,2002
61495,South America,1964
61496,South America,1957
61497,South America,1957
61498,North America,2003
61499,North America,2005
61500,North America,1989
61501,North America,2001
61502,North America,1991
61503,North America,1994
61509,Asia,1958
61511,Africa,2010
61512,Asia,1979
61513,Asia,1979
61514,Asia,1980
61515,Asia,1980
61520,Asia,1976
61521,Africa,1967
61522,Africa,2012
61544,North America,1952
61548,North America,1991
61549,North America,2008
61550,North America,2008
61551,North America,2008
61552,North America,2008
61553,North America,2008
61554,North America,2008
61555,North America,2008
61556,North America,2008
61557,North America,2008
61558,North America,2008
61559,North America,2008
61560,North America,2008
61561,North America,2008
61562,North America,2008
61563,North America,2008
61564,North America,2008
61565,North America,2008
61566,North America,2008
61569,North America,2005
61571,,1963
61576,North America,1971
61579,North America,1972
61582,,1972
61583,,2009
61584,,2011
61585,,2012
61587,North America,1977
61605,North America,2011
61606,North America,2011
61627,Africa,1960
61628,Africa,1971
61630,Asia,2005
61631,North America,2010
61632,North America,2012
61633,North America,1971
61634,,1975
61643,South America,2009
61644,North America,2000
61647,Asia,1996
