,acquisitionYear,year,acquisition
47439,1997,1994,presented
47440,1997,1975,presented
47441,1997,1975,presented
47442,1997,1975,presented
47443,1997,1975,presented
47444,1997,1991,presented
47445,1997,1991,presented
47446,1997,1991,presented
47447,1997,1991,presented
47448,1997,1991,presented
47449,1997,1992,presented
47450,1997,1992,presented
47451,1997,1992,presented
47452,1997,1992,presented
47453,1997,1992,presented
47454,1997,1992,presented
47455,1997,1992,presented
47456,1997,1992,presented
47457,1997,1992,presented
47458,1997,1992,presented
47459,1997,1992,presented
47460,1997,1992,presented
47461,1997,1992,presented
47462,1997,1992,presented
47463,1997,1992,presented
47464,1997,1992,presented
47465,1997,1992,presented
47466,1997,1992,presented
47467,1997,1992,presented
47468,1997,1992,presented
47469,1997,1992,presented
47470,1997,1992,presented
47471,1997,1992,presented
47472,1997,1992,presented
47473,1997,1992,presented
47474,1997,1996,presented
47475,1997,1996,presented
47476,1997,1996,presented
47477,1997,1996,presented
47478,1997,1996,presented
47479,1997,1996,presented
47480,1997,1996,presented
47481,1997,1996,presented
47482,1997,1996,presented
47483,1997,1996,presented
47484,1997,1996,presented
47485,1997,1973,presented
47486,1997,1973,presented
47487,1997,1973,presented
47488,1997,1973,presented
47489,1997,1973,presented
47490,1997,1973,presented
47491,1997,1970,presented
47492,1997,1970,presented
47493,1997,1970,presented
47494,1997,1970,presented
47495,1997,1970,presented
47496,1997,1970,presented
47497,1997,1972,presented
47498,1997,1961,presented
47499,1997,1962,presented
47500,1997,1969,presented
47501,1997,1973,presented
47502,1997,1973,presented
47503,1997,1973,presented
47504,1997,1973,presented
47505,1997,1974,presented
47506,1997,1995,presented
47507,1997,1996,presented
47508,1997,1996,presented
47509,1997,1996,presented
47510,1997,1996,presented
47511,1997,1969,presented
47512,1997,1991,presented
47513,1997,1980,presented
47514,1997,1980,presented
47515,1998,1978,presented
47516,1998,1979,presented
47517,1998,1979,presented
47518,1998,1980,presented
47519,1998,1998,presented
47520,1998,1994,presented
47521,1998,1992,presented
47522,1998,1992,presented
47523,1998,1992,presented
47524,1998,1992,presented
47525,1998,1992,presented
47526,1998,1992,presented
47527,1998,1992,presented
47528,1998,1992,presented
47529,1998,1992,presented
47530,1998,1992,presented
47531,1998,1975,presented
47532,1998,1978,presented
47533,1998,1979,presented
47534,1998,1980,presented
47535,1998,1983,presented
47536,1998,1985,presented
47537,1998,1987,presented
47538,1998,1991,presented
47539,1998,1992,presented
47540,1998,1993,presented
47541,1998,1995,presented
47542,1998,1995,presented
47543,1998,1997,presented
47544,1998,1997,presented
47545,1998,1997,presented
47546,1998,1997,presented
47547,1998,1997,presented
47548,1998,1997,presented
47549,1998,1997,presented
47550,1998,1997,presented
47551,1998,1997,presented
47552,1998,1997,presented
47553,1998,1997,presented
47554,1998,1997,presented
47555,1998,1997,presented
47556,1998,1997,presented
47557,1998,1997,presented
47558,1998,1997,presented
47559,1998,1997,presented
47560,1998,1997,presented
47561,1998,1997,presented
47562,1999,1981,presented
47563,1999,1981,presented
47564,1999,1997,presented
47565,1999,1997,presented
47566,1999,1995,presented
47567,1999,1995,presented
47568,1999,1995,presented
47569,1999,1998,presented
47570,1999,1998,presented
47571,1999,1998,presented
47572,1999,1998,presented
47573,1999,1997,presented
47574,1999,1997,presented
47575,1999,1997,presented
47576,1999,1997,presented
47577,1999,1997,presented
47578,1999,1997,presented
47579,1999,1997,presented
47580,1999,1980,presented
47581,1999,1986,presented
47582,1999,1993,presented
47583,1999,1993,presented
47584,1999,1993,presented
47585,1999,1993,presented
47586,1999,1993,presented
47587,1999,1995,presented
47588,1999,1995,presented
47589,1999,1995,presented
47590,1999,1999,presented
47591,1999,1999,presented
47592,1999,1999,presented
47593,1999,1999,presented
47594,1999,1999,presented
47595,1999,1999,presented
47596,1999,1999,presented
47597,1999,1999,presented
47598,1999,1999,presented
47599,1999,1999,presented
47600,1999,1999,presented
47601,1999,1999,presented
47602,1999,1999,presented
47603,2000,1933,presented
47604,2000,1933,presented
47605,2000,1933,presented
47606,2000,1933,presented
47607,2000,1933,presented
47608,2000,1933,presented
47609,2000,1933,presented
47610,2000,1933,presented
47611,2000,1942,presented
47612,2000,1935,presented
47613,2000,1937,presented
47614,2000,1939,presented
47615,2000,1939,presented
47616,2000,1939,presented
47617,2000,1939,presented
47618,2000,1939,presented
47619,2000,1984,presented
47620,2000,1984,presented
47621,2000,1984,presented
47622,2000,1985,presented
47623,2000,1997,presented
47624,2000,1995,presented
47625,2000,2000,presented
47626,2000,2000,presented
47627,2000,2000,presented
47628,2000,1999,presented
47629,2000,2000,presented
47630,2000,2000,presented
47631,2000,2000,presented
47632,2000,1995,presented
47633,2000,2000,presented
47634,2000,2000,presented
47635,1999,1998,presented
47636,1999,1998,presented
47637,1999,1998,presented
47638,1999,1998,presented
47639,1999,1998,presented
47640,1999,1998,presented
47641,1999,1998,presented
47642,1999,1998,presented
47643,1999,1998,presented
47644,1999,1998,presented
47645,1999,1998,presented
47646,1999,1998,presented
47647,1999,1998,presented
47648,1999,1998,presented
47649,1999,1998,presented
47650,1999,1998,presented
47651,1999,1998,presented
47652,1999,1998,presented
47653,1999,1998,presented
47654,1999,1998,presented
47655,1999,1998,presented
47656,1999,1998,presented
47657,1999,1998,presented
47658,1999,1998,presented
47659,1999,1998,presented
47660,1999,1998,presented
47661,1999,1998,presented
47662,1999,1998,presented
47663,1999,1998,presented
47664,1999,1998,presented
47665,1999,1998,presented
47666,1999,1990,presented
47667,1999,1998,presented
47668,1999,1998,presented
47669,1999,1998,presented
47670,1999,1998,presented
47671,1999,1998,presented
47672,1999,1998,presented
47673,1999,1998,presented
47674,1999,1998,presented
47675,1999,1998,presented
47676,1999,1990,presented
47677,1999,1998,presented
47678,1999,1998,presented
47679,1999,1998,presented
47680,1999,1998,presented
47681,1999,1998,presented
47682,1999,1998,presented
47683,1999,1998,presented
47684,1999,1998,presented
47685,2000,1999,presented
47686,2000,1999,presented
47687,2000,1999,presented
47688,2000,1999,presented
47689,2000,1999,presented
47690,2000,1999,presented
47691,2000,1999,presented
47692,2000,1999,presented
47693,2000,1992,presented
47694,2000,1992,presented
47695,2000,1992,presented
47696,2000,1997,presented
47697,2000,1997,presented
47698,2000,1997,presented
47699,2000,1997,presented
47700,2000,1997,presented
47701,2000,1999,presented
47702,2000,1999,presented
47703,2000,1999,presented
47704,2000,1999,presented
47705,2000,1994,presented
47706,2001,1965,presented
47707,2001,1965,presented
47708,2001,1965,presented
47709,2001,1965,presented
47710,2001,1965,presented
47711,2001,1965,presented
47712,2001,1965,presented
47713,2001,1981,presented
47714,2001,1970,presented
47715,2001,1966,presented
47716,2001,1966,presented
47717,2001,1966,presented
47718,2001,1966,presented
47719,2001,1980,presented
47720,2001,1980,presented
47721,2001,1991,presented
47722,2001,1991,presented
47723,2001,1991,presented
47724,2001,1991,presented
47725,2001,1991,presented
47726,2001,1991,presented
47727,2001,1991,presented
47728,2001,1991,presented
47729,1976,1941,presented
47730,1976,1941,presented
47731,1976,1941,presented
47732,1976,1941,presented
47733,1976,1941,presented
47734,1976,1941,presented
47735,1976,1941,presented
47736,1976,1941,presented
47737,1976,1941,presented
47738,1976,1941,presented
47739,1976,1941,presented
47740,1976,1941,presented
47741,1976,1941,presented
47742,1976,1941,presented
47743,1976,1941,presented
47744,1976,1941,presented
47745,1976,1942,presented
47746,1976,1942,presented
47747,1976,1942,presented
47748,1976,1942,presented
47749,1976,1942,presented
47750,1976,1942,presented
47751,1976,1942,presented
47752,1976,1942,presented
47753,1976,1942,presented
47754,1976,1942,presented
47755,1976,1942,presented
47756,1976,1942,presented
47757,1976,1942,presented
47758,1976,1942,presented
47759,1976,1942,presented
47760,1976,1942,presented
47761,1976,1950,presented
47762,1976,1950,presented
47763,1976,1950,presented
47764,1976,1950,presented
47765,1976,1950,presented
47766,1976,1950,presented
47767,1976,1950,presented
47768,1976,1950,presented
47769,1976,1950,presented
47770,1976,1950,presented
47771,1976,1950,presented
47772,1976,1950,presented
47773,1976,1950,presented
47774,1976,1950,presented
47775,1976,1950,presented
47776,1976,1950,presented
47777,2001,1989,purchased
47778,2002,1941,bequeathed
47779,2002,1939,bequeathed
47780,2002,1939,bequeathed
47781,2002,1944,bequeathed
47782,2002,1944,bequeathed
47783,2002,1944,bequeathed
47784,2002,1944,bequeathed
47785,2002,1960,bequeathed
47786,2002,1960,bequeathed
47787,2002,1961,bequeathed
47788,2002,1963,bequeathed
47789,2002,1986,bequeathed
47790,2002,1988,presented
47791,2002,1988,presented
47792,2002,1989,presented
47793,2002,1988,presented
47794,2002,1988,presented
47795,2002,1985,presented
47796,2002,1990,presented
47797,2002,1988,presented
47798,2002,1988,presented
47799,2002,1988,presented
47800,2002,1988,presented
47801,2002,1988,presented
47802,2002,1988,presented
47803,2002,1988,presented
47804,2002,1988,presented
47805,2002,1988,presented
47806,2002,1988,presented
47807,2002,1988,presented
47808,2002,1988,presented
47809,2002,1988,presented
47810,2002,1989,presented
47811,2002,1989,presented
47812,2002,1989,presented
47813,2002,1989,presented
47814,2002,1989,presented
47815,2002,1989,presented
47816,2002,1990,presented
47817,2002,1990,presented
47818,2002,1990,presented
47819,2002,1989,presented
47820,2002,1989,presented
47821,2002,1989,presented
47822,2002,1989,presented
47823,2002,1989,presented
47824,2002,1989,presented
47825,2002,1989,presented
47826,2002,1989,presented
47827,2002,1989,presented
47828,2002,1989,presented
47829,2002,1989,presented
47830,2002,1989,presented
47831,2002,1990,presented
47832,2002,1983,presented
47833,2002,1989,presented
47834,2002,1989,presented
47835,2002,1989,presented
47836,2002,1989,presented
47837,2002,1989,presented
47838,2002,1989,presented
47839,2002,1989,presented
47840,2002,1989,presented
47841,2002,1989,presented
47842,2002,1989,presented
47843,2002,1989,presented
47844,2002,1989,presented
47845,2002,1989,presented
47846,2002,1989,presented
47847,2002,1990,presented
47848,2001,2000,presented
47849,2001,2000,presented
47850,2001,2000,presented
47851,2001,2000,presented
47852,2001,2000,presented
47853,2001,2000,presented
47854,2001,2000,presented
47855,2001,2000,presented
47856,2001,2000,presented
47857,2001,2000,presented
47858,2002,2000,presented
47859,2003,1983,presented
47860,2003,1964,bequeathed
47861,2003,1965,bequeathed
47862,2003,1967,bequeathed
47863,2003,1970,bequeathed
47864,2003,1970,bequeathed
47865,2003,1970,bequeathed
47866,2003,1971,bequeathed
47867,2003,1971,bequeathed
47868,2003,1972,bequeathed
47869,2003,1972,bequeathed
47870,2003,1972,bequeathed
47871,2003,1972,bequeathed
47872,2003,1973,bequeathed
47873,2003,1973,bequeathed
47874,2003,1975,bequeathed
47875,2003,1975,bequeathed
47876,2003,1975,bequeathed
47877,2003,1976,bequeathed
47878,2003,1977,bequeathed
47879,2003,1978,bequeathed
47880,2003,1980,bequeathed
47881,2003,1983,bequeathed
47882,2003,1983,bequeathed
47883,2003,1983,bequeathed
47884,2003,1983,bequeathed
47885,2003,1983,bequeathed
47886,2003,1984,bequeathed
47887,2003,1987,bequeathed
47888,2003,1988,bequeathed
47889,2003,1991,bequeathed
47890,2003,1975,bequeathed
47891,2003,2000,presented
47892,2003,2000,presented
47893,2003,2000,presented
47894,2003,2000,presented
47895,2003,2000,presented
47896,2003,2000,presented
47897,2003,2000,presented
47898,2003,2000,presented
47899,2003,2000,presented
47900,2003,2000,presented
47901,2003,2000,presented
47902,2003,2000,presented
47903,2003,2000,presented
47904,2003,2002,presented
47905,2003,2002,presented
47906,2003,2002,presented
47907,2003,2002,presented
47908,2003,2002,presented
47909,2003,1999,presented
47910,2003,1999,presented
47911,2003,2002,presented
47912,2003,2002,presented
47913,2003,2002,presented
47914,2003,2002,presented
47915,2003,2002,presented
47916,2003,2002,presented
47917,2003,2002,presented
47918,2003,2002,presented
47919,2003,2002,presented
47920,2003,2002,presented
47921,2004,1997,presented
47922,2004,1997,presented
47923,2004,1997,presented
47924,2004,1997,presented
47925,2004,1997,presented
47926,2004,1997,presented
47927,2004,1997,presented
47928,2004,1997,presented
47929,2004,1988,presented
47930,2004,1988,presented
47931,2004,1988,presented
47932,2004,1980,presented
47933,2004,1981,presented
47934,2004,1998,presented
47935,2004,1998,presented
47936,2004,1998,presented
47937,2004,1998,presented
47938,2004,1998,presented
47939,2004,1998,presented
47940,2004,1998,presented
47941,2004,1998,presented
47942,2004,1998,presented
47943,2004,1998,presented
47944,2004,1998,presented
47945,2004,1998,presented
47946,2004,1998,presented
47947,2004,1998,presented
47948,2004,1998,presented
47949,2004,1998,presented
47950,2004,1998,presented
47951,2004,1999,presented
47952,2004,1999,presented
47953,2004,1999,presented
47954,2004,1999,presented
47955,2004,1999,presented
47956,2004,1999,presented
47957,2004,1999,presented
47958,2004,1999,presented
47959,2004,1999,presented
47960,2004,1999,presented
47961,2004,1999,presented
47962,2004,1996,presented
47963,2004,1996,presented
47964,2004,1996,presented
47965,2004,1996,presented
47966,2004,1996,presented
47967,2004,1996,presented
47968,2004,1979,presented
47969,2004,1979,presented
47970,2004,1979,presented
47971,2004,1979,presented
47972,2004,1979,presented
47973,2004,1979,presented
47974,2004,1979,presented
47975,2004,1979,presented
47976,2004,1979,presented
47977,2004,1979,presented
47978,2004,1979,presented
47979,2004,1976,presented
47980,2004,1976,presented
47981,2004,1976,presented
47982,2004,1976,presented
47983,2004,1976,presented
47984,2004,1976,presented
47985,2004,1976,presented
47986,2004,1976,presented
47987,2004,1976,presented
47988,2004,1976,presented
47989,2004,1976,presented
47990,2004,1976,presented
47991,2004,1977,presented
47992,2004,1976,presented
47993,2004,2000,presented
47994,2004,1978,presented
47995,2004,1978,presented
47996,2004,1978,presented
47997,2004,1978,presented
47998,2004,1978,presented
47999,2004,1976,presented
48000,2004,1990,presented
48001,2004,2001,presented
48002,2004,2001,presented
48003,2004,2001,presented
48004,2004,2001,presented
48005,2004,2001,presented
48006,2004,2001,presented
48007,2004,2001,presented
48008,2004,2000,presented
48009,2004,2000,presented
48010,2004,1997,presented
48011,2004,1997,presented
48012,2004,1997,presented
48013,2004,1995,presented
48014,2004,1995,presented
48015,2004,1995,presented
48016,2004,1995,presented
48017,2004,1995,presented
48018,2004,1995,presented
48019,2004,1995,presented
48020,2004,1995,presented
48021,2004,1995,presented
48022,2004,1994,presented
48023,2004,1990,presented
48024,2004,1990,presented
48025,2004,1987,presented
48026,2004,1997,presented
48027,2004,1997,presented
48028,2004,1997,presented
48029,2004,1997,presented
48030,2004,1997,presented
48031,2004,1997,presented
48032,2004,1997,presented
48033,2004,1997,presented
48034,2004,1997,presented
48035,2004,1975,presented
48036,2004,1975,presented
48037,2004,1975,presented
48038,2004,1975,presented
48039,2004,1983,presented
48040,2004,1983,presented
48041,2004,1977,presented
48042,2004,1999,presented
48043,2004,1999,presented
48044,2004,1999,presented
48045,2004,1999,presented
48046,2004,1999,presented
48047,2004,1978,presented
48048,2004,1979,presented
48049,2004,1979,presented
48050,2004,1994,presented
48051,2004,1991,presented
48052,2004,1982,presented
48053,2004,1987,presented
48054,2004,1987,presented
48055,2004,1987,presented
48056,2004,1987,presented
48057,2004,1987,presented
48058,2004,1990,presented
48059,2004,1990,presented
48060,2004,1980,presented
48061,2004,1992,presented
48062,2004,1992,presented
48063,2004,1992,presented
48064,2004,1992,presented
48065,2004,1992,presented
48066,2004,1992,presented
48067,2004,1992,presented
48068,2004,1992,presented
48069,2004,1992,presented
48070,2004,1992,presented
48071,2004,1992,presented
48072,2004,1992,presented
48073,2004,1992,presented
48074,2004,1992,presented
48075,2004,1981,presented
48076,2004,1981,presented
48077,2004,1981,presented
48078,2004,1981,presented
48079,2004,1981,presented
48080,2004,1981,presented
48081,2004,1981,presented
48082,2004,1981,presented
48083,2004,1998,presented
48084,2004,1998,presented
48085,2004,1998,presented
48086,2004,1982,presented
48087,2004,1982,presented
48088,2004,1982,presented
48089,2004,1982,presented
48090,2004,1982,presented
48091,2004,1982,presented
48092,2004,1987,presented
48093,2004,1986,presented
48094,2004,1984,presented
48095,2004,1984,presented
48096,2004,1984,presented
48097,2004,1984,presented
48098,2004,1984,presented
48099,2004,1984,presented
48100,2004,1984,presented
48101,2004,1984,presented
48102,2004,1983,presented
48103,2004,1983,presented
48104,2004,1983,presented
48105,2004,1983,presented
48106,2004,1983,presented
48107,2004,1983,presented
48108,2004,1983,presented
48109,2004,1983,presented
48110,2004,1983,presented
48111,2004,1983,presented
48112,2004,1983,presented
48113,2004,1983,presented
48114,2004,1983,presented
48115,2004,1983,presented
48116,2004,1983,presented
48117,2004,1983,presented
48118,2004,1983,presented
48119,2004,1983,presented
48120,2004,1983,presented
48121,2004,1983,presented
48122,2004,1983,presented
48123,2004,1983,presented
48124,2004,1983,presented
48125,2004,1983,presented
48126,2004,1979,presented
48127,2004,1980,presented
48128,2004,1980,presented
48129,2004,1980,presented
48130,2004,1980,presented
48131,2004,1980,presented
48132,2004,1975,presented
48133,2004,1975,presented
48134,2004,1975,presented
48135,2004,1975,presented
48136,2004,1975,presented
48137,2004,1995,presented
48138,2004,1995,presented
48139,2004,1995,presented
48140,2004,1995,presented
48141,2004,1995,presented
48142,2004,1995,presented
48143,2004,1992,presented
48144,2004,1993,presented
48145,2004,1992,presented
48146,2004,1992,presented
48147,2004,1990,presented
48148,2004,1990,presented
48149,2004,1990,presented
48150,2004,1990,presented
48151,2004,1990,presented
48152,2004,1990,presented
48153,2004,1990,presented
48154,2004,1995,presented
48155,2004,1992,presented
48156,2004,2000,presented
48157,2004,2000,presented
48158,2004,2001,presented
48159,2004,1993,presented
48160,2004,1992,presented
48161,2004,1992,presented
48162,2004,1992,presented
48163,2004,1989,presented
48164,2004,1989,presented
48165,2004,1989,presented
48166,2004,1989,presented
48167,2004,1989,presented
48168,2004,1989,presented
48169,2004,1989,presented
48170,2004,1989,presented
48171,2004,1989,presented
48172,2004,1989,presented
48173,2004,1991,presented
48174,2004,1994,presented
48175,2004,1994,presented
48176,2004,1994,presented
48177,2004,1994,presented
48178,2004,1994,presented
48179,2004,1984,presented
48180,2004,1984,presented
48181,2004,1984,presented
48182,2004,1978,presented
48183,2004,1982,presented
48184,2004,1982,presented
48185,2004,1982,presented
48186,2004,1982,presented
48187,2004,1982,presented
48188,2004,1982,presented
48189,2004,1982,presented
48190,2004,1986,presented
48191,2004,1985,presented
48192,2004,2000,presented
48193,2004,1999,presented
48194,2004,1999,presented
48195,2004,1999,presented
48196,2004,1999,presented
48197,2004,1999,presented
48198,2004,1999,presented
48199,2004,1999,presented
48200,2004,1999,presented
48201,2004,1999,presented
48202,2004,1999,presented
48203,2004,1999,presented
48204,2004,1999,presented
48205,2004,1999,presented
48206,2004,1999,presented
48207,2004,1999,presented
48208,2004,1999,presented
48209,2004,1999,presented
48210,2004,1999,presented
48211,2004,1999,presented
48212,2004,1999,presented
48213,2004,1999,presented
48214,2004,1999,presented
48215,2004,1995,presented
48216,2004,1998,presented
48217,2004,1998,presented
48218,2004,1998,presented
48219,2004,1992,presented
48220,2004,1991,presented
48221,2004,1991,presented
48222,2004,1991,presented
48223,2004,1991,presented
48224,2004,1991,presented
48225,2004,1991,presented
48226,2004,1991,presented
48227,2004,1991,presented
48228,2004,1991,presented
48229,2004,1991,presented
48230,2004,1991,presented
48231,2004,1991,presented
48232,2004,1991,presented
48233,2004,1991,presented
48234,2004,1991,presented
48235,2004,1991,presented
48236,2004,1991,presented
48237,2004,1991,presented
48238,2004,1991,presented
48239,2004,1989,presented
48240,2004,1989,presented
48241,2004,1989,presented
48242,2004,1989,presented
48243,2004,1989,presented
48244,2004,1985,presented
48245,2004,1985,presented
48246,2004,1998,presented
48247,2004,1998,presented
48248,2004,1993,presented
48249,2004,1993,presented
48250,2004,1988,presented
48251,2004,2000,presented
48252,2004,2000,presented
48253,2004,2000,presented
48254,2004,2000,presented
48255,2004,1999,presented
48256,2004,1999,presented
48257,2004,1997,presented
48258,2004,1997,presented
48259,2004,1998,presented
48260,2004,1998,presented
48261,2004,1998,presented
48262,2004,1998,presented
48263,2004,1998,presented
48264,2004,1998,presented
48265,2004,1998,presented
48266,2004,1998,presented
48267,2004,1996,presented
48268,2004,1996,presented
48269,2004,1996,presented
48270,2004,1996,presented
48271,2004,1996,presented
48272,2004,1996,presented
48273,2004,1996,presented
48274,2004,1996,presented
48275,2004,1996,presented
48276,2004,1996,presented
48277,2004,1996,presented
48278,2004,1995,presented
48279,2004,1995,presented
48280,2004,1995,presented
48281,2004,1993,presented
48282,2004,1993,presented
48283,2004,1993,presented
48284,2004,1992,presented
48285,2004,1991,presented
48286,2004,1991,presented
48287,2004,1991,presented
48288,2004,1991,presented
48289,2004,1989,presented
48290,2004,1989,presented
48291,2004,1989,presented
48292,2004,1989,presented
48293,2004,1985,presented
48294,2004,1982,presented
48295,2004,1982,presented
48296,2004,1982,presented
48297,2004,1982,presented
48298,2004,1982,presented
48299,2004,1982,presented
48300,2004,1992,presented
48301,2004,1992,presented
48302,2004,1990,presented
48303,2004,1990,presented
48304,2004,1999,presented
48305,2004,1999,presented
48306,2004,1999,presented
48307,2004,1999,presented
48308,2004,2000,presented
48309,2004,1996,presented
48310,2004,1996,presented
48311,2004,1996,presented
48312,2004,1996,presented
48313,2004,1993,presented
48314,2004,1993,presented
48315,2004,1993,presented
48316,2004,1993,presented
48317,2004,1982,presented
48318,2004,1999,presented
48319,2004,1999,presented
48320,2004,1999,presented
48321,2004,1999,presented
48322,2004,1999,presented
48323,2004,1996,presented
48324,2004,1996,presented
48325,2004,1996,presented
48326,2004,1998,presented
48327,2004,1998,presented
48328,2004,1998,presented
48329,2004,1998,presented
48330,2004,1998,presented
48331,2004,1998,presented
48332,2004,1998,presented
48333,2004,1998,presented
48334,2004,1998,presented
48335,2004,1998,presented
48336,2004,1998,presented
48337,2004,1998,presented
48338,2004,1998,presented
48339,2004,1998,presented
48340,2004,1998,presented
48341,2004,1998,presented
48342,2004,1998,presented
48343,2004,1998,presented
48344,2004,1998,presented
48345,2004,1998,presented
48346,2004,1998,presented
48347,2004,1998,presented
48348,2004,1998,presented
48349,2004,1998,presented
48350,2004,1998,presented
48351,2004,1998,presented
48352,2004,1998,presented
48353,2004,1998,presented
48354,2004,1998,presented
48355,2004,1998,presented
48356,2004,1998,presented
48357,2004,1998,presented
48358,2004,1998,presented
48359,2004,1998,presented
48360,2004,1998,presented
48361,2004,1998,presented
48362,2004,1998,presented
48363,2004,1998,presented
48364,2004,1998,presented
48365,2004,1998,presented
48366,2004,1998,presented
48367,2004,1998,presented
48368,2004,1981,presented
48369,2004,2000,presented
48370,2004,1974,presented
48371,2004,1979,presented
48372,2004,1985,presented
48373,2004,1989,presented
48374,2004,1997,presented
48375,2004,1997,presented
48376,2004,1999,presented
48377,2004,1987,presented
48378,2004,1987,presented
48379,2004,1987,presented
48380,2004,1987,presented
48381,2004,1987,presented
48382,2004,1987,presented
48383,2004,1987,presented
48384,2004,1987,presented
48385,2004,1991,presented
48386,2004,1991,presented
48387,2004,1991,presented
48388,2004,1990,presented
48389,2004,1991,presented
48390,2004,1991,presented
48391,2004,1991,presented
48392,2004,1980,presented
48393,2005,1987,presented
48394,2005,1987,presented
48395,2005,1987,presented
48396,2005,1987,presented
48397,2005,1954,presented
48398,2005,1978,presented
48399,2006,1933,presented
48400,2006,1933,presented
48401,2006,1939,presented
48402,2006,1939,presented
48403,2006,1935,presented
48404,2006,1931,presented
48405,2006,2004,presented
48406,2006,2006,presented
48407,2007,2006,presented
48408,2007,2006,presented
48409,2007,2006,presented
48410,2007,2006,presented
48411,2007,2006,presented
48412,2007,2006,presented
48413,2007,2006,presented
48414,2007,1923,presented
48415,2007,1990,presented
48416,2007,1951,presented
48417,2007,1988,presented
48418,2007,1988,presented
48419,2007,1988,presented
48420,2007,1988,presented
48421,2007,1988,presented
48422,2007,1989,presented
48423,2007,1990,presented
48424,2007,1990,presented
48425,2007,1990,presented
48426,2007,1990,presented
48427,2007,1985,presented
48428,2008,2002,presented
48429,2008,2002,presented
48430,2008,2002,presented
48431,2008,2002,presented
48432,2008,2002,presented
48433,2008,2002,presented
48434,2008,2002,presented
48435,2008,2002,presented
48436,2008,2002,presented
48437,2008,2002,presented
48438,2008,2002,presented
48439,2008,2002,presented
48440,2008,2002,presented
48441,2008,2002,presented
48442,2008,2002,presented
48443,2008,2002,presented
48444,2008,2002,presented
48445,2008,2002,presented
48446,2008,2002,presented
48447,2008,2002,presented
48448,2008,2002,presented
48449,2008,2002,presented
48450,2008,2002,presented
48451,2008,1999,presented
48452,2008,1999,presented
48453,2008,1999,presented
48454,2008,1999,presented
48455,2008,1999,presented
48456,2008,1999,presented
48457,2008,1999,presented
48458,2008,1999,presented
48459,2008,1999,presented
48460,2008,1999,presented
48461,2008,1999,presented
48462,2008,1999,presented
48463,2008,1999,presented
48464,2008,1999,presented
48465,2008,1999,presented
48466,2008,1994,presented
48467,2008,1927,accepted
48468,2008,1956,presented
48469,2008,1951,presented
48470,2008,1955,presented
48471,2008,1956,presented
48472,2008,1997,presented
48473,2008,1997,presented
48474,2008,1997,presented
48475,2008,1997,presented
48476,2009,1937,presented
48477,2010,1976,accepted
48478,2010,1985,accepted
48479,2010,1985,accepted
48480,2010,1971,accepted
48481,2010,1947,accepted
48482,2010,1970,accepted
48483,2010,1960,accepted
48484,2010,1986,accepted
48485,2010,1986,accepted
48486,2010,1951,accepted
48487,2010,1995,accepted
48488,2010,1926,accepted
48489,2010,1924,accepted
48490,2010,1927,accepted
48491,2010,1937,accepted
48492,2010,1935,accepted
48493,2010,1969,accepted
48494,2010,1999,accepted
48495,2010,1932,accepted
48496,2010,1970,accepted
48497,2010,1952,accepted
48498,2010,1958,accepted
48499,2010,1932,accepted
48500,2010,1946,accepted
48501,2010,1932,accepted
48502,2010,1947,accepted
48503,2010,1932,accepted
48504,2010,1960,accepted
48505,2010,1976,accepted
48506,2010,1935,accepted
48507,2010,1930,accepted
48508,2010,1966,accepted
48509,2010,1965,accepted
48510,2010,1986,accepted
48511,2010,1987,accepted
48512,2010,1986,accepted
48513,2010,1986,accepted
48514,2010,1988,accepted
48515,2010,1988,accepted
48516,2010,1987,accepted
48517,2010,1987,accepted
48518,2010,1923,accepted
48519,2010,1974,accepted
48520,2010,1975,accepted
48521,2010,1949,accepted
48522,2010,1953,accepted
48523,2010,1920,accepted
48524,2010,1991,accepted
48525,2010,1954,accepted
48526,2010,1963,accepted
48527,2011,1934,presented
48528,2011,1930,presented
48529,2011,1930,presented
48530,2011,1930,presented
48531,2011,1930,presented
48532,2011,1930,presented
48533,2011,1936,presented
48534,2011,1936,presented
48535,2011,1936,presented
48536,2011,1950,presented
48537,2011,1940,presented
48538,2011,1969,presented
48539,2011,2007,presented
48540,2011,1983,presented
48541,2011,1983,presented
48542,2011,1983,presented
48543,2011,1983,presented
48544,2011,1983,presented
48545,2011,1983,presented
48546,2011,1983,presented
48547,2011,1983,presented
48548,2011,1983,presented
48549,2011,1983,presented
48550,2011,1983,presented
48551,2011,1983,presented
48552,2012,1957,presented
48553,2012,1956,presented
48554,2012,1932,presented
48555,2012,1977,presented
48556,2012,2004,presented
48557,2012,2002,presented
48558,2012,2002,presented
48559,2012,2002,presented
48560,2012,2001,presented
48561,2012,2002,presented
48562,2012,2004,presented
48563,2012,1997,presented
48564,2012,2004,presented
48565,2012,1930,presented
48566,2012,1930,presented
48567,2012,1991,presented
48568,2012,1991,presented
48569,2012,1970,presented
48570,2012,1984,presented
48571,2012,1978,presented
48572,2012,1980,presented
48573,2012,2000,presented
48574,2012,2001,presented
48575,2012,1994,presented
48576,2012,1962,presented
48577,2012,1980,presented
48578,2012,1980,presented
48579,2012,1980,presented
48580,2012,1970,presented
48581,2012,1969,presented
48582,2012,1969,presented
48583,2012,1969,presented
48584,2012,1969,presented
48585,2012,1970,presented
48586,2012,1969,presented
48587,2012,1969,presented
48588,2012,1970,presented
